text,intent
schedule a meeting for tomorrow right now,schedule_meeting
can you how many days off can i still take,check_pto
tell me about my upcoming flight,check_flight_status
please what vaccinations do i need for travel,travel_documents
can you i need a referral to a consultant,book_appointment
find an alternative route to avoid traffic,commute_traffic
i require to see a doctor,book_appointment
turn on the kitchen lights please,control_home
turn on the kitchen lights,control_home
tell me about my upcoming financial obligations right now,check_bill_due
set a reminder for my tablets right now,medication_reminder
predict the lottery numbers please,out_of_scope
how do i report card fraud right now,report_fraud
can you set the thermostat to 21 degrees,control_home
hello i require help,greeting
what is the speed of light please,out_of_scope
when do i'd like to take my blood pressure pills,medication_reminder
check road conditions for my journey please,commute_traffic
can you what tasks are assigned to me,task_management
can you i keep forgetting things set a reminder,set_reminder
show me my activity for the week,track_fitness
what is the baggage allowance for my flight right now,travel_documents
please i need to review the project timeline,task_management
show me my insurance details please,insurance_query
check my upcoming payment dates please,check_bill_due
what areas do you cover,capabilities
recommend a good place for lunch,restaurant_suggest
can you what alarms do i have set,set_alarm
how many days can i book off still right now,check_pto
are you able to book flights,capabilities
update my date of birth please,update_preferences
suggest a place that fits my diet right now,restaurant_suggest
please how many active minutes today,track_fitness
i'd like to need to know my flight departure time,check_flight_status
please update me on my morning commute,commute_traffic
has my flight been cancelled,check_flight_status
do i have any holidays left right now,check_pto
please i need to arrange a meeting with my team,schedule_meeting
order from my favourite restaurant,order_food
please is my schedule clear for monday,check_schedule
what gate is my flight at please,check_flight_status
can you i want to take a day off on monday,submit_leave
process my leave request for next month please,submit_leave
please show me my insurance details,insurance_query
please good day,greeting
remind me about my evening dose,medication_reminder
can you how long is my visa valid for,travel_documents
add a meeting to my calendar right now,schedule_meeting
can you show me my work calendar,work_schedule
i'd like to no longer want sms notifications,update_preferences
can you create an alarm for an important task,set_reminder
when is my next payment due please,check_bill_due
can you what is my shift pattern,work_schedule
can you check my energy usage today,control_home
can you how many sick days have i used,check_pto
can you search for hotels with free cancellation,book_hotel
can you how do i get my money back for a cancelled trip,cancel_booking
show upcoming events on my calendar right now,check_schedule
add a reminder to my list please,set_reminder
find me a flight to london,book_flight
how busy is the motorway right now,commute_traffic
update the status of my task right now,manage_todo
show me my credit history please,check_credit_score
alert me when it is time for my next dose right now,medication_reminder
can you move this to completed,manage_todo
how much time off do i have right now,check_pto
can you morning,greeting
can you process my leave request for next month,submit_leave
what vaccinations do i'd like to need for travel,travel_documents
can you when is my next payment due,check_bill_due
book annual leave for next week,submit_leave
add a meeting to my calendar,schedule_meeting
please how is the project progressing,task_management
has my flight been delayed,check_flight_status
please search for hotels with free cancellation,book_hotel
please there is an unauthorised payment on my account,report_fraud
what is my average sleep please,track_fitness
i want to take the week before christmas off right now,submit_leave
how much pto rolls over next year please,check_pto
reorder my usual please,order_food
please i need a referral to a consultant,book_appointment
set a daily reminder for me,set_reminder
when is my subscription payment right now,check_bill_due
suggest somewhere cheap and cheerful please,restaurant_suggest
please do you handle banking queries,capabilities
can you what will the stock market do tomorrow,out_of_scope
delete a completed task right now,manage_todo
i'd like to need to see a specialist,book_appointment
please what does my balance look like,check_balance
this charge looks fraudulent right now,report_fraud
can you book flights for me please,book_flight
turn off all devices,control_home
check the progress on my tasks,task_management
what healthy snacks can i eat please,dietary_advice
can you schedule a car wash,car_maintenance
tell me about ancient history please,out_of_scope
who won the football last night,out_of_scope
please flag a suspicious charge,report_fraud
i want to change my hotel booking,book_hotel
i need a daily reminder for my prescription right now,medication_reminder
hi what can you do,greeting
what is my agenda for today right now,check_schedule
can you what are my options for eating out tonight,restaurant_suggest
book flights for two people to lisbon,book_flight
how many days off can i'd like to still take,check_pto
can you add a new work task,task_management
please am i covered for this procedure,insurance_query
book a return flight to new york please,book_flight
can i'd like to see my account balance,check_balance
place an order from dominos,order_food
i'd like to need to book a mot,car_maintenance
set up a call with my manager right now,schedule_meeting
can you my car battery might be low,car_maintenance
am i'd like to close to my step goal,track_fitness
show me my work calendar,work_schedule
how many vacation days are remaining right now,check_pto
i would like indian takeaway,order_food
can you i need windscreen repair,car_maintenance
please is the office closed next week,work_schedule
please cancel the friday team meeting,schedule_meeting
can you how can i improve my credit score,check_credit_score
i'd like to need to book a hotel,book_hotel
set a deadline reminder for my work task,task_management
i forgot to take my tablets right now,medication_reminder
how do i cancel my trip right now,cancel_booking
please order something vegetarian for dinner,order_food
tell me about my upcoming flight please,check_flight_status
are you able to book flights please,capabilities
can i get a referral letter for my insurer please,insurance_query
can you my tyre pressure light is on,car_maintenance
look up my account balance please,check_balance
schedule a car wash,car_maintenance
check traffic on my usual route please,commute_traffic
what gate is my flight at,check_flight_status
check my holiday allowance right now,check_pto
how do i cancel my trip,cancel_booking
update my dietary preference to vegan please,update_preferences
can you i am vegetarian what can i have for lunch,dietary_advice
i want to see a physiotherapist right now,book_appointment
when does my electricity bill get charged,check_bill_due
update the status of my report,task_management
please i want to get takeaway,order_food
what temperature is the house right now,control_home
i need a weekend alarm,set_alarm
suggest meals for the week right now,dietary_advice
find me a healthy recipe,dietary_advice
can you book me into a hotel,book_hotel
find me a free appointment slot,book_appointment
i'd like to need to take next friday off,submit_leave
can you how long since my last oil change,car_maintenance
please what can i get delivered near me,order_food
can you when do i finish work this week,work_schedule
please apply for emergency leave,submit_leave
please switch to email notifications,update_preferences
i want to know your capabilities right now,capabilities
i'd like to want to see a physiotherapist,book_appointment
what should i eat before a workout please,dietary_advice
i need a reminder for tomorrow right now,set_reminder
please alert me when it is time for my next dose,medication_reminder
can you set an alarm before my appointment,set_alarm
set the thermostat to 21 degrees right now,control_home
what are my flight details,check_flight_status
can you how do i do a bank transfer,make_transfer
delete a completed task please,manage_todo
when do i take my blood pressure pills right now,medication_reminder
can you what is my account balance,check_balance
please do i need a visa for france,travel_documents
will i have enough pto for my trip right now,check_pto
what is the best route to work please,commute_traffic
can you i need to book 5 days off,submit_leave
is my balance enough for a purchase right now,check_balance
what id do i'd like to need at the airport,travel_documents
is my credit score good enough for a loan please,check_credit_score
display all your features,capabilities
i require to send money abroad,make_transfer
what flights are available to amsterdam right now,book_flight
search for hotels with free cancellation right now,book_hotel
please can i cancel without a penalty,cancel_booking
i would like to take time off,submit_leave
please what are my flight details,check_flight_status
how much annual leave do i have please,check_pto
place a food delivery order,order_food
please give me a recipe for chocolate cake,out_of_scope
show me all your features,capabilities
can you what movies are showing tonight,out_of_scope
am i'd like to free on friday,check_schedule
what is covered under my vhi plan right now,insurance_query
please review my upcoming schedule please,check_schedule
i'd like to finished the report mark it done,manage_todo
remove all alarms right now,set_alarm
how many vacation days are remaining,check_pto
check if my paris flight is on schedule right now,check_flight_status
what is my remaining annual leave,check_pto
can you get me a pizza delivered,order_food
remind me of my outstanding tasks please,manage_todo
i require to take next friday off,submit_leave
i'd like to want to travel to spain next month,book_flight
there is an unauthorised payment on my account right now,report_fraud
show my workout summary,track_fitness
add a quarterly review to my calendar,schedule_meeting
please find a free slot for a meeting next week,schedule_meeting
what can i cook without gluten,dietary_advice
is my rent paid for this month please,check_bill_due
how early should i apply for a visa,travel_documents
can you suggest a place that fits my diet,restaurant_suggest
tell me my step count,track_fitness
i want to order gluten free food please,order_food
arrange a consultation for me,book_appointment
freeze my card there is fraud please,report_fraud
please add a meeting to my calendar,schedule_meeting
please what score do i need for a mortgage,check_credit_score
set a weekly reminder please,set_reminder
how many calories have i burned please,track_fitness
check the departure time of my flight please,check_flight_status
write me a story please,out_of_scope
what is the full list of things you do please,capabilities
can you what kind of assistant are you,capabilities
is the thermostat set correctly,control_home
please book my car for its annual service,car_maintenance
what is my medication schedule,medication_reminder
how much money do i have please,check_balance
hi i would like to ask something,greeting
please find a gluten free restaurant,restaurant_suggest
what services can you help with right now,capabilities
can i'd like to get a refund if i'd like to cancel,cancel_booking
how much do i owe for bills this month please,check_bill_due
can you report a scam charge on my account,report_fraud
what is hurting my credit score right now,check_credit_score
can you find a gluten free restaurant,restaurant_suggest
how can you help me,capabilities
can you check my leave balance,check_pto
i want a low calorie dinner idea please,dietary_advice
is there construction affecting my route right now,commute_traffic
please tell me a joke,out_of_scope
change my alarm to 7 30,set_alarm
what travel documents should i bring please,travel_documents
can i move money between accounts please,make_transfer
can you check my balance,check_balance
i'd like to need to see a doctor,book_appointment
i'd like to need pet friendly accommodation,book_hotel
give me a fitness progress update right now,track_fitness
please renew my insurance policy,insurance_query
can you what documents prove my identity at border control,travel_documents
i'd like to need sick leave for today,submit_leave
can you how many days can i book off still,check_pto
find a vegetarian friendly restaurant please,restaurant_suggest
send money to another account,make_transfer
what are the delivery options near me please,order_food
set up a transfer for me right now,make_transfer
show me work events this week,work_schedule
please what is my flight number,check_flight_status
please when does my next flight leave,check_flight_status
move this to completed please,manage_todo
get me a healthy meal delivered,order_food
am i meeting my fitness targets,track_fitness
can you change my alarm tone,update_preferences
what is my credit score right now,check_credit_score
can you what are the limits on my health cover,insurance_query
can you manage my work tasks,capabilities
what are the limits on my health cover,insurance_query
add a quarterly review to my calendar right now,schedule_meeting
book a boutique hotel in the city right now,book_hotel
i'd like to want to take time off,submit_leave
i'd like to am vegetarian what can i'd like to have for lunch,dietary_advice
what is the parking situation at the office,commute_traffic
is my balance enough for a purchase,check_balance
can you i need to know my balance,check_balance
can i schedule a future transfer right now,make_transfer
book a dental appointment right now,book_appointment
track whether i have taken my medicine today,medication_reminder
i need a gluten free recipe please,dietary_advice
when do i finish work this week please,work_schedule
update my account information,update_preferences
create a medication alarm for me right now,medication_reminder
i'd like to want to make a payment to someone,make_transfer
what are my working hours right now,work_schedule
i want a gradual wake alarm,set_alarm
is there a delay on my flight,check_flight_status
please predict the lottery numbers,out_of_scope
can you what is covered under my vhi plan,insurance_query
add a new work task right now,task_management
please who won the football last night,out_of_scope
add a quarterly review to my calendar please,schedule_meeting
book accommodation for my trip right now,book_hotel
can you suggest a plant based dinner,dietary_advice
display my smart home status,control_home
set my morning alarm please,set_alarm
what is the best route to work right now,commute_traffic
please has my credit score changed,check_credit_score
i would like to transfer money,make_transfer
please i have to cancel my plans can you help,cancel_booking
can you i want to pay back a friend,make_transfer
what travel documents should i'd like to bring,travel_documents
when does my electricity bill get charged please,check_bill_due
please i need to call off my trip,cancel_booking
i'd like to want to see my leave history,check_pto
can you i need to take next friday off,submit_leave
suggest something i'd like to can cook with chicken,dietary_advice
will i'd like to be late if i'd like to leave now,commute_traffic
how many vacation days are remaining please,check_pto
please suggest a vegetarian meal,dietary_advice
set multiple alarms for the morning right now,set_alarm
please compose an email to my colleague,out_of_scope
please i want to fly this weekend,book_flight
please compare my steps to last week,track_fitness
process a transfer for me please right now,make_transfer
how active have i'd like to been this week,track_fitness
check the departure time of my flight right now,check_flight_status
set a reminder for next monday right now,set_reminder
i'd like to need to clear my task backlog,manage_todo
i'd like to need to send money abroad,make_transfer
request parental leave please,submit_leave
please can you check my balance,check_balance
do i have enough days for a 5 day break right now,check_pto
i require to visit the hospital,book_appointment
submit a leave request,submit_leave
please remind me to call someone,set_reminder
can you apply for emergency leave,submit_leave
tell me blocking my current task,task_management
schedule a gp visit for me right now,book_appointment
please what is the capital of mongolia,out_of_scope
i have to cancel my plans can you help right now,cancel_booking
please i need to track my medication schedule,medication_reminder
can you order something vegetarian for dinner,order_food
can you tell me about my upcoming financial obligations,check_bill_due
what work is due this week right now,task_management
display my account balance,check_balance
cancel my flight booking reference please,cancel_booking
can you what does my balance look like,check_balance
please cancel my upcoming booking right now,cancel_booking
show me my flight booking please,check_flight_status
can you i need to see someone about my back pain,book_appointment
can you how many steps to hit my daily goal,track_fitness
have i been hitting my daily goals right now,track_fitness
can you put in a leave request for me,submit_leave
can you what is blocking my current task,task_management
has my credit score changed,check_credit_score
cancel the friday team meeting,schedule_meeting
cancel the paris hotel,cancel_booking
can you tell me about ancient history,out_of_scope
please book a boutique hotel in the city,book_hotel
please i want to know my credit score,check_credit_score
how long does it take to improve credit,check_credit_score
set a daily reminder for me right now,set_reminder
tell me my account balance,check_balance
what medication do i take in the morning,medication_reminder
please is my passport valid for this trip,travel_documents
i require pet friendly accommodation,book_hotel
i need to take next friday off,submit_leave
show me my work calendar please,work_schedule
what are your features please,capabilities
please when is my next payment due,check_bill_due
please i need a gluten free recipe,dietary_advice
find a doctor available this week,book_appointment
what are my working hours please,work_schedule
where is my office located right now,work_schedule
please i take ramipril daily remind me please,medication_reminder
can you i need a flight ticket,book_flight
show my pto summary right now,check_pto
can you how long until my order arrives,order_food
can you manage my work tasks right now,capabilities
set a deadline reminder for my work task right now,task_management
can i take a week off,check_pto
can you remind me at 8am tomorrow,set_reminder
please i need to cancel my flight,cancel_booking
please how do i make an insurance claim,insurance_query
what score do i need for a mortgage right now,check_credit_score
what should i eat before a workout right now,dietary_advice
i want to order gluten free food,order_food
can you what direct debits are going out soon,check_bill_due
show me my work tasks right now,task_management
please hi i want to ask something,greeting
recommend a family friendly restaurant please,restaurant_suggest
please what id do i need at the airport,travel_documents
can i get a refund if i cancel right now,cancel_booking
please what is the most urgent task,manage_todo
book my car for a tyre change please,car_maintenance
what is my step count please,track_fitness
book holiday dates please please,submit_leave
do i need travel insurance right now,travel_documents
please what time do i start work tomorrow,work_schedule
what is the fastest way to the office right now,commute_traffic
i no longer want sms notifications right now,update_preferences
submit a pto request for july please,submit_leave
set a countdown timer,set_alarm
set a heating schedule right now,control_home
what is my insurance plan name please,insurance_query
what is the status of my flight please,check_flight_status
can you track my health please,capabilities
find a gluten free restaurant,restaurant_suggest
delete a completed task,manage_todo
turn off notifications please,update_preferences
what can i'd like to cook without gluten,dietary_advice
am i'd like to covered for this procedure,insurance_query
get me a healthy meal delivered please,order_food
can you find the best rated hotels in rome,book_hotel
how do i transfer funds,make_transfer
what vaccinations do i need for travel right now,travel_documents
can i see my account balance,check_balance
remind me at 8am tomorrow,set_reminder
please have i been hitting my daily goals,track_fitness
what are the best hotels for my trip right now,book_hotel
i'd like to need an alarm for tomorrow morning,set_alarm
please how is the traffic this morning,commute_traffic
please cancel my alarm,set_alarm
set an alarm before my appointment right now,set_alarm
set a countdown timer right now,set_alarm
can you i no longer need this booking,cancel_booking
i need to be reminded about an appointment please,set_reminder
please suggest a plant based dinner,dietary_advice
please schedule a gp visit for me,book_appointment
can you is there a delay on my flight,check_flight_status
book a meeting room right now,schedule_meeting
please i need to know my flight departure time,check_flight_status
am i meeting my fitness targets right now,track_fitness
what is my insurance excess please,insurance_query
book a hotel room for two nights please,book_hotel
i need a hotel with breakfast included please,book_hotel
what are my options for flights to berlin right now,book_flight
can you i need an alarm for tomorrow morning,set_alarm
can you where is my office located,work_schedule
can you did i hit my fitness goal today,track_fitness
hello can you help me today right now,greeting
wake me up at 6 30 right now,set_alarm
can you update my dietary preference to vegan,update_preferences
when is my car service due,car_maintenance
list everything on my calendar please,check_schedule
i think my account has been hacked right now,report_fraud
set a reminder for next monday please,set_reminder
please organise a planning session for the team,schedule_meeting
how long does a transfer take please,make_transfer
how often should i'd like to take this medication,medication_reminder
show me all your features right now,capabilities
i'd like to need to fly to paris,book_flight
suggest a plant based dinner please,dietary_advice
please change my communication preference,update_preferences
please set a weekly reminder please,set_reminder
can you i want to book a flight,book_flight
what restaurants can i book for this weekend right now,restaurant_suggest
can you book a meeting room,schedule_meeting
i need to see my payment schedule please,check_bill_due
when did i last change my oil,car_maintenance
list my upcoming payments please,check_bill_due
please how long does it take to improve credit,check_credit_score
i want to cancel my travel booking,cancel_booking
please what is hurting my credit score,check_credit_score
schedule a catch up with sarah right now,schedule_meeting
please book time with my manager for a review,schedule_meeting
show me upcoming bills,check_bill_due
please book my car in for a service,car_maintenance
is friday a remote day please,work_schedule
how much do i have right now,check_balance
alert me before my deadline please,set_reminder
please what is the best route to work,commute_traffic
how do i report card fraud please,report_fraud
i need to clear my task backlog,manage_todo
please how active have i been this week,track_fitness
remind me to take my medication please,medication_reminder
please find me an easy vegetarian recipe,dietary_advice
schedule a blood test for me,book_appointment
set an alarm for 7am,set_alarm
is my schedule clear for monday right now,check_schedule
please am i meeting my fitness targets,track_fitness
please i need ideas for a high protein breakfast,dietary_advice
please i want to cancel my travel booking,cancel_booking
is the thermostat set correctly please,control_home
please find me somewhere to eat,restaurant_suggest
can you what recurring payments do i have,check_bill_due
how do i do a bank transfer please,make_transfer
how much do i have right now right now,check_balance
i want indian takeaway please,order_food
hi i want to ask something right now,greeting
show me my work tasks,task_management
can you find a restaurant with good reviews,restaurant_suggest
how is the project progressing right now,task_management
change my home address right now,update_preferences
i'd like to want to cancel and rebook,cancel_booking
did i'd like to take my morning medication,medication_reminder
is my credit score good enough for a loan,check_credit_score
can you find hotels near my meeting venue,book_hotel
please set a heating schedule,control_home
can you i need a weekend alarm,set_alarm
please will i have enough pto for my trip,check_pto
has the airline changed my flight right now,check_flight_status
please remind me of my outstanding tasks,manage_todo
find the best rated hotels in rome right now,book_hotel
please what is a good spot for a date night,restaurant_suggest
please recommend a family friendly restaurant,restaurant_suggest
can you what bills are due next week,check_bill_due
how many sick days have i'd like to used,check_pto
can you what events do i have coming up,check_schedule
cancel my alarm right now,set_alarm
update the status of my task,manage_todo
can you i want to fly this weekend,book_flight
please what are the delivery options near me,order_food
do i have a late finish today,work_schedule
i require to know my flight departure time,check_flight_status
can you reschedule my tuesday meeting,schedule_meeting
tell me the baggage allowance for my flight,travel_documents
please how many sick days have i used,check_pto
search for business class flights please,book_flight
please find me a hotel in paris,book_hotel
what is the dress code for this meeting,work_schedule
tell me my resting heart rate,track_fitness
can you i need to see a specialist,book_appointment
please book a meeting room,schedule_meeting
hi there what can you do,greeting
what meetings do i have at work,work_schedule
can you change my preferred language,update_preferences
is my rent paid for this month right now,check_bill_due
please what restaurants are near me,restaurant_suggest
check my credit file please,check_credit_score
turn off the living room lights,control_home
please what can this assistant help me with,capabilities
my tyre pressure light is on right now,car_maintenance
what does my balance look like,check_balance
please i want to play a trivia game,out_of_scope
i want to reset my settings please,update_preferences
set a recurring reminder for my medication right now,medication_reminder
hi how are you please,greeting
please undo my hotel reservation,cancel_booking
i want to be notified about something,set_reminder
my car needs a service soon right now,car_maintenance
check my car maintenance schedule please,car_maintenance
please what direct debits are going out soon,check_bill_due
i want to change my language setting,update_preferences
how much do i have right now please,check_balance
write me a story right now,out_of_scope
what is planned for the weekend please,check_schedule
am i'd like to meeting my fitness targets,track_fitness
i never made this transaction,report_fraud
show me my smart home status right now,control_home
i want to cancel and rebook right now,cancel_booking
i want to make a payment to someone please,make_transfer
good afternoon please,greeting
please book annual leave for next week,submit_leave
can i schedule a future transfer please,make_transfer
please update my preferences,update_preferences
please i finished the presentation mark it done,task_management
withdraw my booking right now,cancel_booking
can you is my passport valid for this trip,travel_documents
what vaccinations do i require for travel,travel_documents
please turn off the living room lights,control_home
hi'd like to there,greeting
what is my pto balance please,check_pto
book a doctor appointment please,book_appointment
show me work events this week right now,work_schedule
please escalate this issue in the project,task_management
please schedule a blood test for me,book_appointment
can you hi how are you,greeting
suggest somewhere cheap and cheerful right now,restaurant_suggest
i finished the report mark it done please,manage_todo
change my notification settings right now,update_preferences
can you how busy is the motorway right now,commute_traffic
is my dental covered by insurance please,insurance_query
how do i'd like to transfer to a different bank,make_transfer
can you i want to take the week before christmas off,submit_leave
can you book flights for me,book_flight
set a weekly reminder please right now,set_reminder
please i feel like going for indian food,restaurant_suggest
i want to transfer money,make_transfer
please send a progress update for my project,task_management
i want to be notified about something please,set_reminder
can you when does my flight depart,check_flight_status
what floor is my team on right now,work_schedule
please add an alarm for 8am,set_alarm
please are there any travel restrictions right now,travel_documents
what areas do you cover please,capabilities
is outpatient treatment covered,insurance_query
hello jarvis are you there right now,greeting
can you place a food delivery order,order_food
when is my rent due please,check_bill_due
do i have a late finish today please,work_schedule
what can i get delivered near me,order_food
what are your features right now,capabilities
can you has the airline changed my flight,check_flight_status
what smart devices are connected,control_home
i'd like to need to travel urgently book a flight,book_flight
are there any bills i might miss right now,check_bill_due
please recommend a good place for lunch,restaurant_suggest
add a new work task please,task_management
i need to see a specialist,book_appointment
when does my next flight leave right now,check_flight_status
can you what is planned for the weekend,check_schedule
can you do i need travel insurance,travel_documents
cancel my reservation please right now,cancel_booking
please what is my insurance excess,insurance_query
cancel my hotel reservation please,cancel_booking
can you i feel like going for indian food,restaurant_suggest
am i'd like to rostered in this weekend,work_schedule
do i'd like to have any bills this week,check_bill_due
track my food delivery please,order_food
please find me a healthy recipe,dietary_advice
please set an alarm for 7am,set_alarm
please check my upcoming payment dates,check_bill_due
what is my flight number right now,check_flight_status
please someone has stolen my card details,report_fraud
turn on the outdoor lights please,control_home
what are the customs rules when arriving,travel_documents
please what tasks can i give you,capabilities
what documents prove my identity at border control,travel_documents
please i want to travel to spain next month,book_flight
please how do i contact my insurance provider,insurance_query
can you how is my credit rating,check_credit_score
look up my account balance,check_balance
i need to get my brakes checked,car_maintenance
find me a free appointment slot right now,book_appointment
i need ideas for a high protein breakfast,dietary_advice
what is my medication schedule right now,medication_reminder
set the heating to come on at 6pm,control_home
can i get a referral letter for my insurer right now,insurance_query
how much money is available to me right now,check_balance
can you what areas do you cover,capabilities
add an alarm for 8am please,set_alarm
how much time off do i have,check_pto
recommend a family friendly restaurant,restaurant_suggest
can you i need to send money abroad,make_transfer
can you list my upcoming payments,check_bill_due
book a boutique hotel in the city,book_hotel
can you block my card immediately suspicious activity,report_fraud
please what project am i working on,task_management
please arrange a consultation for me,book_appointment
please start a cooking timer,set_alarm
please i need to clear my task backlog,manage_todo
can you give me a fitness progress update,track_fitness
can you book a boutique hotel in the city,book_hotel
please place an order from dominos,order_food
block out time for a presentation,schedule_meeting
i'd like to want to know my credit score,check_credit_score
how often should i take this medication,medication_reminder
i want to dispute a transaction,report_fraud
what is the full list of things you do,capabilities
transfer 500 euros to my savings please,make_transfer
please submit a leave request,submit_leave
can you how is the project progressing,task_management
set a reminder for me right now,set_reminder
can you what hospital am i covered in,insurance_query
can you good morning,greeting
can you i need to get my brakes checked,car_maintenance
what documents do i'd like to need to travel,travel_documents
what are the best hotels for my trip please,book_hotel
how often should i take this medication right now,medication_reminder
please show me my pending tasks,manage_todo
change my preferred language please,update_preferences
can you what does my health insurance cover,insurance_query
is my balance enough for a purchase please,check_balance
can you what tasks can i give you,capabilities
do i need a visa for france please,travel_documents
please why did my credit score drop,check_credit_score
tell me the speed of light,out_of_scope
find the cheapest flight to rome,book_flight
i'd like to need a weekend alarm,set_alarm
how do i transfer to a different bank please,make_transfer
please what are the best hotels for my trip,book_hotel
can you should i leave early today,commute_traffic
set a deadline reminder for my work task please,task_management
can you set a reminder for next monday,set_reminder
is my insurance policy up to date right now,insurance_query
set an alarm for 7am right now,set_alarm
please is my credit score good enough for a loan,check_credit_score
please make a gp appointment for tomorrow,book_appointment
can you when is my next doctors appointment,book_appointment
hello i need help right now,greeting
show me my annual leave status please,check_pto
can we set up a zoom call,schedule_meeting
freeze my card there is fraud right now,report_fraud
please when did i last change my oil,car_maintenance
what is my deadline for this project please,task_management
can you what flights are available to amsterdam,book_flight
can you log my work hours,task_management
please how do i book a desk at the office,work_schedule
am i rostered in this weekend right now,work_schedule
can you find a garage near me,car_maintenance
please when does my car tax expire,car_maintenance
i need ideas for a high protein breakfast right now,dietary_advice
please what is my savings account balance,check_balance
find a garage near me,car_maintenance
i would like to know your capabilities,capabilities
please is my flight on time,check_flight_status
i need to change my travel plans right now,cancel_booking
how many steps to hit my daily goal,track_fitness
how long does a transfer take,make_transfer
i need windscreen repair right now,car_maintenance
how do i'd like to add a family member to my insurance,insurance_query
will i have enough pto for my trip,check_pto
remind me of my due payments please,check_bill_due
how long does a transfer take right now,make_transfer
how many calories have i burned right now,track_fitness
please how much money do i have,check_balance
please what is happening tomorrow,check_schedule
can you track my health right now,capabilities
add a recurring reminder please,set_reminder
what is my insurance excess right now,insurance_query
can you start a cooking timer,set_alarm
please what smart devices are connected,control_home
check if i'd like to am free next tuesday,check_schedule
can i take a week off right now,check_pto
write me a poem please,out_of_scope
what is my current credit rating right now,check_credit_score
tell me my creditworthiness right now,check_credit_score
please list my upcoming payments,check_bill_due
what should i'd like to eat before a workout,dietary_advice
order from my favourite restaurant right now,order_food
i need to visit the hospital,book_appointment
debug my python code,out_of_scope
book a doctor appointment right now,book_appointment
is my flight on time please,check_flight_status
please show me all your features,capabilities
there is a transaction i did not make right now,report_fraud
dim the bedroom lights please,control_home
please how do i transfer to a different bank,make_transfer
please am i rostered in this weekend,work_schedule
can you find me the earliest available doctor,book_appointment
i'd like to need a hotel with breakfast included,book_hotel
please set a countdown timer,set_alarm
please set up a video call for the project,schedule_meeting
i want to travel to spain next month please,book_flight
tell me a fun fact about space right now,out_of_scope
can you give me a traffic report for my area,commute_traffic
how much money do i have right now,check_balance
submit a half day leave request please,submit_leave
can you alert me before my deadline,set_reminder
hi'd like to there what can you do,greeting
hello can you help me today please,greeting
can you book hotel accommodation for the conference,book_hotel
what is my savings account balance right now,check_balance
show my home security camera right now,control_home
find a time for a team meeting,schedule_meeting
request pto for my holiday right now,submit_leave
i want to know my credit score right now,check_credit_score
can you book a long weekend off,submit_leave
please add submit my report to my to do list,manage_todo
is my car insurance up to date please,car_maintenance
book me on the earliest flight tomorrow right now,book_flight
please do i need an esta to visit america,travel_documents
what can this assistant help me with,capabilities
what is my resting heart rate,track_fitness
translate this sentence to japanese,out_of_scope
please book me on the earliest flight tomorrow,book_flight
please change my name in the system,update_preferences
how many days off can i still take please,check_pto
will i be late if i leave now,commute_traffic
have i missed any medication today,medication_reminder
check my energy usage today,control_home
what is the speed of light right now,out_of_scope
i need to clear my task backlog right now,manage_todo
search for available flights,book_flight
can you what is the parking situation at the office,commute_traffic
add a task to my to do list,manage_todo
can you what project am i working on,task_management
what is on my calendar please,check_schedule
check my car maintenance schedule,car_maintenance
i require to book 5 days off,submit_leave
i need a 25 minute timer right now,set_alarm
i need to get my brakes checked right now,car_maintenance
i want to go out for dinner please,restaurant_suggest
place a food delivery order please,order_food
cancel the restaurant reservation please,cancel_booking
report a suspicious transaction please,report_fraud
please cancel the paris hotel,cancel_booking
book a hotel room for two nights,book_hotel
tell me my shift pattern,work_schedule
can you predict the lottery numbers,out_of_scope
check my car maintenance schedule right now,car_maintenance
find me a hotel in paris right now,book_hotel
can you am i covered for this procedure,insurance_query
can you check traffic on my usual route,commute_traffic
what is the status of my flight,check_flight_status
how do i get my money back for a cancelled trip please,cancel_booking
can you play chess with me right now,out_of_scope
how many steps to hit my daily goal right now,track_fitness
can you there is a transaction i did not make,report_fraud
please what are your features,capabilities
i want to pay back a friend right now,make_transfer
please when does my flight depart,check_flight_status
please report a suspicious transaction,report_fraud
find fast food delivery near me please,order_food
cancel my reservation please please,cancel_booking
can you remind me at 8am to take my pills,medication_reminder
can you tell me what you are capable of,capabilities
please can i schedule a future transfer,make_transfer
book a boutique hotel in the city please,book_hotel
can you freeze my card there is fraud,report_fraud
can you create a new task for me,manage_todo
please what documents do i need to travel,travel_documents
hello i'd like to need help,greeting
hello,greeting
log my work hours,task_management
when does my next flight leave,check_flight_status
remind me of my due payments,check_bill_due
please find hotels with gym facilities,book_hotel
can you i need to book a hotel,book_hotel
display my activity for the week,track_fitness
how much is in my account,check_balance
i want to cancel and rebook please,cancel_booking
cancel my reservation please,cancel_booking
i'd like to need to dispute an unauthorised payment,report_fraud
what is planned for the weekend right now,check_schedule
can you set my morning alarm,set_alarm
can you my card has been used fraudulently,report_fraud
can you schedule a gp visit for me,book_appointment
can you hello can you help me today,greeting
compose an email to my colleague right now,out_of_scope
cancel the paris hotel please,cancel_booking
i need to review the project timeline please,task_management
my car battery might be low please,car_maintenance
how many steps have i taken today right now,track_fitness
what bills do i have coming up,check_bill_due
i need a flight ticket,book_flight
can you hey jarvis,greeting
suggest hotels that match my budget right now,book_hotel
